dateMonth,dateWeekday,dateQuarter,operationType,amount,oldbalanceOrig,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
5,6,2,4,18995.99,11637,0,0,0,0
5,6,2,4,49222.42,24432,0,0,0,0
5,6,2,4,8858.63,166,0,0,0,0
5,6,2,1,318886.16,1941981.76,2260867.92,1153488.56,1613980.73,0
5,6,2,4,1534.09,10016,8481.91,0,0,0
5,6,2,5,2391256.75,465012.33,0,1413639.4,4045425.57,0
5,6,2,1,252372.01,503,252875.01,59606.88,0,0
5,6,2,2,201924.39,42450,0,6172035.99,6373960.38,0
5,6,2,4,9298.71,103627,94328.29,0,0,0
5,6,2,2,312966.03,743,0,0,339369.62,0
5,6,2,2,296835.57,0,0,1720039.21,2132087.41,0
5,6,2,5,1563824.63,264137,0,215320.89,1779145.52,0
5,6,2,1,88510.71,5775553.29,5864064,1180072.71,744264.96,0
5,6,2,1,31552.04,25188687.39,25220239.43,344732.25,378261.72,0
5,6,2,4,5601.09,0,0,0,0,0
5,6,2,2,124335.26,0,0,639043.99,286319.74,0
5,6,2,1,27951.84,2179376.65,2207328.49,178066.71,150114.87,0
5,6,2,2,52306.21,0,0,95319.02,147625.23,0
5,6,2,1,53119.86,10419806.53,10472926.38,329597.62,451406.16,0
5,6,2,4,480.03,9375,8894.97,0,0,0
5,6,2,4,2744.68,97088.62,94343.94,0,0,0
5,6,2,2,388986.3,402116.59,13130.29,3531005.13,3919991.43,0
5,6,2,4,18999,0,0,0,0,0
5,6,2,4,13425.16,10918,0,0,0,0
5,6,2,1,1151.17,3429340.11,3430491.29,47967.52,46816.34,0
5,6,2,1,170706.84,3894061.12,4064767.97,219097,48390.16,0
5,6,2,4,9187.26,0,0,0,0,0
5,6,2,2,395171.68,5185,0,622095.8,649920.62,0
5,6,2,5,674269.55,0,0,3907644.77,5563438.54,0
5,6,2,5,2886553.31,70766.9,0,5457466.76,10992899.3,0
5,6,2,5,1553842.75,200760,0,11566,2247459.18,0
5,6,2,4,5501.88,0,0,0,0,0
5,6,2,2,75059.09,0,0,1453935.57,1528994.66,0
5,6,2,2,525333.34,0,0,1749545.12,3539577.27,0
5,6,2,4,14329.65,1037,0,0,0,0
5,6,2,2,212055.16,0,0,4034402.94,4547905.63,0
5,6,2,1,205252.72,9083397.5,9288650.21,906340.66,701087.94,0
5,6,2,4,6225.61,0,0,0,0,0
5,6,2,5,680515.5,0,0,767289.18,2698260.93,0
5,6,2,4,8162.49,28730,20567.51,0,0,0
5,6,2,4,17275.16,102577,85301.84,0,0,0
5,6,2,4,15495.5,0,0,0,0,0
5,6,2,2,71951.43,0,0,97990.29,0,0
5,6,2,2,435842.69,0,0,493579.15,1283702.38,0
5,7,2,2,92964.81,2139284.56,2046319.75,233587.28,2835885.83,0
5,7,2,4,40593.78,0,0,0,0,0
5,7,2,4,5707.64,298,0,0,0,0
5,7,2,2,674527.91,0,0,1919383.19,2360327.61,0
5,7,2,4,7281.41,355085,347803.59,0,0,0
5,7,2,1,61667.09,163536,225203.09,0,42095.31,0
5,7,2,5,819441.7,0,0,7569059.16,10464208.87,0
5,7,2,1,72189.21,6870758.86,6942948.07,2545723.06,2748314.07,0
5,7,2,5,757290.26,32530,0,0,199041.81,0
5,7,2,1,108641.53,1110017.4,1218658.93,634857.01,609985.27,0
5,7,2,4,5087.25,41759,36671.75,0,0,0
5,7,2,2,206722.23,0,0,500672,390711.83,0
5,7,2,4,8619.98,101,0,0,0,0
5,7,2,4,1576.99,1078,0,0,0,0
5,7,2,2,12357.8,107220,94862.2,286336.81,0,0
5,7,2,4,9785.35,0,0,0,0,0
5,7,2,5,69364.4,13917,0,2747,0,0
5,7,2,4,5499.04,65016,59516.96,0,0,0
5,7,2,2,14015.09,14573,557.91,67402,960570.78,0
5,7,2,2,76432.74,0,0,179235.77,39513.85,0
5,7,2,4,3669.45,0,0,0,0,0
5,7,2,1,138019.89,0,138019.89,13669471.1,13351673.06,0
5,7,2,1,243756.18,9537109.49,9780865.67,4878954.97,4313939.72,0
5,7,2,4,10956.5,907,0,0,0,0
5,7,2,2,24473.16,13341,0,278274.03,302747.19,0
5,7,2,2,218597.3,0,0,641342.86,1306727.13,0
5,7,2,4,11338,640458.92,629120.92,0,0,0
5,7,2,4,12489.39,223208.17,210718.78,0,0,0
5,7,2,2,67330.28,0,0,148444,564508.61,0
5,7,2,5,209011.36,0,0,865990.43,878704.78,0
5,7,2,4,9961.31,0,0,0,0,0
5,7,2,1,82913.19,30429,113342.19,150,0,0
5,7,2,4,740.79,0,0,0,0,0
5,7,2,2,222794.98,69686.35,0,1434341.74,2065619.02,0
5,7,2,2,61648.1,0,0,122820.64,190170.59,0
5,7,2,4,496.56,0,0,0,0,0
5,7,2,1,715325.2,2789850.76,3505175.96,2353609.96,1592988.35,0
5,7,2,4,31345.06,50232.29,18887.24,0,0,0
5,7,2,5,157883.07,46547,0,72793,353532.56,0
5,7,2,4,25076.65,35054.44,9977.79,0,0,0
5,7,2,4,4433.42,30489,26055.58,0,0,0
5,7,2,5,908481.19,0,0,1274999.87,5291217.05,0
5,7,2,1,272270.8,6056,278326.8,0,0,0
5,7,2,2,324430.54,0,0,3185949.68,5953432.84,0
5,7,2,1,494810.97,9960498.29,10455309.26,7473141.22,7434797.81,0
5,7,2,5,1320238.02,15551,0,0,1320238.02,0
5,7,2,1,311062.01,1436939.52,1748001.54,482792.65,171730.64,0
5,7,2,4,3882.05,0,0,0,0,0
5,7,2,1,164490.24,21948192.96,22112683.2,1001975.31,412823.25,0
5,7,2,4,9523.29,191298.03,181774.74,0,0,0
5,7,2,5,250905.04,0,0,650908.46,1202303.42,0
5,7,2,4,4746.53,10203,5456.47,0,0,0
5,7,2,5,98789.88,0,0,304048.04,116168.96,0
5,7,2,2,154636.36,0,0,264559.19,419195.55,0
5,7,2,4,17995.59,0,0,0,0,0
5,7,2,1,99461.79,1065205.75,1164667.54,0,0,0
5,7,2,4,22888.4,121333.04,98444.64,0,0,0
5,7,2,1,148681.75,19975,168656.75,0,0,0
5,7,2,2,244749.98,66372.08,0,6385836.94,18123750.85,0
5,7,2,2,499895.63,0,0,617720.17,493349.71,0
5,7,2,4,1251.99,35499.97,34247.98,0,0,0
5,7,2,2,82590.01,0,0,5753358.42,5835948.43,0
5,7,2,4,9447.81,49107,39659.19,0,0,0
5,7,2,2,234675.68,0,0,729484.48,964160.16,0
5,7,2,1,226349.79,1842,228191.79,106,327095.91,0
5,7,2,2,33685.7,63603.18,29917.48,528272.27,801240.66,0
5,7,2,2,207969.25,0,0,1436537.71,1644506.96,0
5,7,2,4,22108.04,0,0,0,0,0
5,7,2,2,369635.53,0,0,1261092.32,1630727.85,0
5,7,2,4,7858.88,721.61,0,0,0,0
5,7,2,1,38587.33,102470,141057.33,0,0,0
5,7,2,2,91746.01,19040,0,0,91746.01,0
5,7,2,2,5270.52,0,0,11227,807208.69,0
5,7,2,4,2779.61,1195207.93,1192428.33,0,0,0
5,7,2,2,90281.69,24121.83,0,1687886.55,2376039.19,0
5,7,2,1,341349.88,757912.56,1099262.44,755238.64,1389010.19,0
5,7,2,4,1702.72,32406.01,30703.29,0,0,0
5,7,2,1,180891.18,977873.83,1158765.01,511306.59,330415.41,0
5,7,2,1,362563.1,133069,495632.1,0,0,0
5,7,2,2,129235.55,0,0,5176081.18,7678850.81,0
5,7,2,4,17909.77,21388,3478.23,0,0,0
5,7,2,4,4270.02,9516,5245.98,0,0,0
5,7,2,2,39963.87,0,0,245542.04,4416613.81,0
5,7,2,1,657310.32,166154.38,823464.7,71858.25,0,0
5,7,2,4,17236.25,39025.86,21789.61,0,0,0
5,7,2,2,102970,7419,0,134435.58,237405.58,0
5,7,2,2,148942.68,0,0,1628321.9,2397895.19,0
5,7,2,5,1120177.46,73065,0,0,1525791.34,0
5,7,2,1,520269.34,144235,664504.34,216268.12,0,0
5,7,2,2,213633.06,136768,0,10154,0,0
5,7,2,1,119305.19,688,119993.19,315709.27,341905.02,0
5,7,2,4,3258.8,0,0,0,0,0
5,7,2,1,348562.36,17816894.69,18165457.06,2208457.2,4193397.68,0
5,7,2,2,79152.19,1035969.35,956817.16,168149.64,28375.17,0
5,7,2,4,8235.53,0,0,0,0,0
5,7,2,4,7809.75,47271.24,39461.49,0,0,0
5,7,2,2,76231.49,0,0,78648.95,154880.44,0
5,7,2,2,62432.67,0,0,64277,370926.97,0
5,7,2,4,12856.88,0,0,0,0,0
5,7,2,4,8411.55,14628,6216.45,0,0,0
5,7,2,4,1113.75,13779,12665.25,0,0,0
5,7,2,4,15198.77,108849,93650.23,0,0,0
5,7,2,1,284501.11,1860161.01,2144662.12,656863.72,372362.61,0
5,7,2,2,83939.03,0,0,229477.85,313416.87,0
5,7,2,1,291294.37,337936.12,629230.49,2155827.41,1864533.04,0
5,7,2,5,3396680.07,0,0,12122537.89,15381078.81,0
5,7,2,2,556218.01,556218.01,0,0,582265.81,1
5,7,2,2,59227.74,114348,55120.26,97468.47,156696.21,0
5,7,2,4,2600.6,4571,1970.4,0,0,0
5,7,2,4,11241.62,286606.8,275365.18,0,0,0
5,7,2,2,211969.91,508784,296814.09,199041.81,552905.5,0
5,7,2,4,4664.4,2091267.62,2086603.23,0,0,0
5,7,2,4,12057.49,0,0,0,0,0
5,7,2,4,4377.71,1577553.01,1573175.29,0,0,0
5,7,2,2,128404.03,0,0,1233986.71,649920.62,0
5,7,2,4,15040.74,332472.45,317431.72,0,0,0
5,7,2,4,9342,149,0,0,0,0
5,7,2,2,47496.44,0,0,1007918.84,2577408.76,0
5,7,2,1,176060.72,111,176171.72,10309.4,0,0
5,7,2,1,78016.14,26837.96,104854.1,167009.61,88993.48,0
5,7,2,5,22332.44,132,0,0,22332.44,0
5,7,2,4,9321.97,186,0,0,0,0
5,7,2,4,3354.72,0,0,0,0,0
5,7,2,4,4328.96,201122.99,196794.02,0,0,0
5,7,2,4,4692.53,1154,0,0,0,0
5,7,2,4,22720.99,37981,15260.01,0,0,0
5,7,2,1,191988.38,913,192901.38,0,14615125.42,0
5,7,2,2,174441.92,0,0,2740362.08,3572459.17,0
5,7,2,1,243722.69,3526444.19,3770166.87,272542.96,28820.27,0
5,7,2,4,4288.61,0,0,0,0,0
5,7,2,5,333529.51,0,0,2854909.51,2720545.48,0
5,7,2,4,2819.28,330235,327415.72,0,0,0
5,7,2,4,13924.62,0,0,0,0,0
5,7,2,4,22889.19,16864,0,0,0,0
5,7,2,2,300814.73,0,0,1719212.76,2114173.93,0
5,7,2,4,9125.42,41661.35,32535.93,0,0,0
5,7,2,4,19280.48,458765.94,439485.46,0,0,0
5,7,2,1,226206.21,10585,236791.21,991672,642253.62,0
5,7,2,2,115226.06,10755,0,250625.8,688692.84,0
5,7,2,2,197856.27,32837,0,168507.59,514004.97,0
5,7,2,1,238967.78,4555760.97,4794728.75,1681402.61,1501249.72,0
5,7,2,4,20202.06,29786,9583.94,0,0,0
5,7,2,4,27407.04,1737,0,0,0,0
5,7,2,2,395859.44,0,0,7256833.37,7544429.95,0
5,7,2,2,5701.3,6193,491.7,0,5701.3,0
5,7,2,2,60372.09,0,0,126085.55,0,0
5,7,2,1,226541.45,5318642.17,5545183.62,346113.45,255612.66,0
5,7,2,4,13310.78,0,0,0,0,0
5,7,2,2,320977.43,29748,0,22810.99,1930417.62,0
5,7,2,2,30052.22,4305,0,177358.5,207410.72,0
5,7,2,2,134479.65,0,0,1285591.66,1446057.81,0
5,7,2,4,17789.42,145212.11,127422.69,0,0,0
5,7,2,2,63178.46,51287,0,287418.37,686343.83,0
5,7,2,4,15094.07,31355,16260.93,0,0,0
5,7,2,5,404461.97,30472,0,11203,415664.97,0
5,7,2,2,161076.38,9168,0,5078,951160.97,0
5,7,2,5,922809.54,34867,0,14659.86,614141.13,0
5,7,2,4,15367.54,0,0,0,0,0
5,7,2,2,220726.94,0,0,8204505.73,8488789.41,0
5,7,2,2,76658.24,0,0,1950344.55,2511676.69,0
5,7,2,2,382979.87,59475,0,265553.46,1262857.88,0
5,7,2,2,315221.5,0,0,1985999.04,2479824.8,0
5,7,2,1,153576.11,6860127.93,7013704.03,895989.28,862194.34,0
5,7,2,3,1827.57,8170.83,6343.26,1113274.69,986103.34,0
5,7,2,4,26634.89,2435.42,0,0,0,0
5,7,2,4,7848.51,0,0,0,0,0
5,7,2,1,16122.77,3292390.01,3308512.78,150371.3,134248.53,0
5,7,2,4,1502.24,0,0,0,0,0
5,7,2,1,310324.79,1248244.9,1558569.68,10084594.24,14711326.65,0
5,7,2,2,54887.52,0,0,4129871.09,5327928.14,0
5,7,2,4,21042.28,9553,0,0,0,0
5,7,2,4,5596.01,27051,21454.99,0,0,0
5,7,2,4,13148.36,3042,0,0,0,0
5,7,2,2,56325.26,0,0,129279.74,185605,0
5,7,2,4,14022.58,353,0,0,0,0
5,7,2,2,15610.68,0,0,198891.31,214501.98,0
5,7,2,5,203471.91,59971,0,3523298.32,3726770.23,0
5,7,2,2,30618.3,313624.01,283005.71,563549.57,913998.72,0
5,7,2,2,88174.65,0,0,785291.89,873466.55,0
5,7,2,2,140396.66,108841,0,0,52845.35,0
5,7,2,4,5815.23,23701,17885.77,0,0,0
5,7,2,2,233005.03,0,0,412907.62,156256.38,0
5,7,2,4,14438.34,0,0,0,0,0
5,7,2,4,1268.98,35711,34442.02,0,0,0
5,7,2,4,1544.97,0,0,0,0,0
5,7,2,1,284635.16,248253.75,532888.91,24373214.95,24088579.79,0
5,7,2,4,8710.6,5608,0,0,0,0
5,7,2,4,23820.58,0,0,0,0,0
5,7,2,1,3235.19,27108,30343.19,795320.2,711069.78,0
5,7,2,5,1354831.39,12966,0,1088657.46,2533217.77,0
5,7,2,2,92724.47,0,0,762695.31,4463342.32,0
5,7,2,1,177775.21,5199580.36,5377355.58,442957.78,524728.75,0
5,7,2,2,93882.73,0,0,2470538.39,2788670.23,0
5,7,2,1,191578.76,340423.87,532002.62,171511.7,0,0
5,7,2,5,694306.66,28938,0,790995.96,1944644.19,0
5,7,2,4,7335.58,224559.7,217224.12,0,0,0
5,7,2,4,14895.01,155302.83,140407.82,0,0,0
5,7,2,4,6932.46,22008,15075.54,0,0,0
5,7,2,4,24715.7,665860.4,641144.7,0,0,0
5,7,2,2,114207.13,21102,0,0,114207.13,0
5,7,2,2,46311.3,50928,4616.7,27684.57,73995.87,0
5,7,2,2,268850.72,3154,0,266041.13,535323.06,0
5,7,2,5,1124220.89,24937,0,43801,1168021.89,0
5,7,2,4,27473.82,596054.98,568581.17,0,0,0
5,7,2,5,295483.97,9682.75,0,1741093.73,2036577.71,0
5,7,2,4,8874.16,26443,17568.84,0,0,0
5,7,2,4,6232.85,1526594.15,1520361.3,0,0,0
5,7,2,2,59063.69,0,0,449131.58,508195.26,0
5,7,2,5,366927.47,3462374.51,3095447.04,533696.16,1223015.46,0
5,7,2,4,4764.98,0,0,0,0,0
5,7,2,4,31604.93,0,0,0,0,0
5,7,2,4,3503.79,55068.96,51565.17,0,0,0
5,7,2,4,28066.89,159013,130946.11,0,0,0
5,7,2,2,76881.38,1077,0,146015,132412.15,0
5,7,2,5,792188.18,0,0,836992,3793534.31,0
5,7,2,4,8102.32,4559,0,0,0,0
5,7,2,2,70830.43,0,0,156003.57,6100.96,0
5,7,2,2,81753.24,0,0,147441,1858304.73,0
5,7,2,2,7108.61,21319.53,14210.92,34704.23,13707.11,0
5,7,2,2,72836.52,0,0,3346884.44,3869144.24,0
5,7,2,1,194018.26,2927612.7,3121630.96,285914.87,91896.61,0
5,7,2,4,10643.84,0,0,0,0,0
5,7,2,4,2790.45,0,0,0,0,0
5,7,2,2,334318.86,0,0,1775490.07,2109808.94,0
5,7,2,4,1860.62,1058303.23,1056442.61,0,0,0
5,7,2,2,241904.01,107701.8,0,324495.58,266250.58,0
5,7,2,2,121127.29,0,0,217586.81,714451.93,0
5,7,2,1,12229.75,5953785.39,5966015.15,15375.37,3145.61,0
5,7,2,4,3349.35,12286,8936.65,0,0,0
5,7,2,2,50377.18,100582,50204.82,21418,69119.09,0
5,7,2,5,237301.46,0,0,3450331.69,3687633.15,0
5,7,2,2,156506.32,82692,0,743037.54,288316.74,0
5,7,2,3,1991.02,19934,17942.98,15040.41,17031.43,0
5,7,2,2,56746.68,242,0,24789.78,81536.46,0
5,7,2,1,376847.47,99823,476670.47,3438487.71,3728216.38,0
5,7,2,1,55093.62,1209816.6,1264910.22,235878.86,533633.09,0
5,7,2,4,9723.57,20027,10303.43,0,0,0
5,7,2,4,7332.37,0,0,0,0,0
5,7,2,4,16666.64,426,0,0,0,0
5,7,2,1,155731.73,3501122.74,3656854.47,700497.6,1975007.49,0
5,7,2,2,427488.7,62580,0,213581.41,641070.1,0
5,7,2,4,11803.96,0,0,0,0,0
5,7,2,2,782695.66,13124.8,0,0,610955.63,0
5,7,2,2,241002.47,0,0,406810.11,647812.58,0
5,7,2,4,10573.06,28080,17506.94,0,0,0
5,7,2,2,30909.33,0,0,100159,232650.46,0
5,7,2,4,27671.77,11523,0,0,0,0
5,7,2,2,331917.67,51664,0,0,56728.39,0
5,7,2,4,6599.36,10011,3411.64,0,0,0
5,7,2,4,14553.49,85535.14,70981.65,0,0,0
5,7,2,4,5799.24,45048.57,39249.33,0,0,0
5,7,2,4,8267.93,0,0,0,0,0
5,7,2,2,129722.02,0,0,131706.64,261428.66,0
5,7,2,5,1322111.9,14789,0,6029,998977.12,0
5,7,2,2,41760.45,26862,0,394929.23,114686.09,0
5,7,2,2,47896.96,0,0,2740781.18,4889687.47,0
5,7,2,1,96961.95,383588.61,480550.55,824028.22,995103.55,0
5,7,2,2,17703.17,50183,32479.83,948868,1681737.84,0
5,7,2,4,14750.38,212195.29,197444.91,0,0,0
5,7,2,4,5066.4,21201,16134.6,0,0,0
5,7,2,1,140978.44,16849,157827.44,30699,0,0
5,7,2,2,213093.62,16938,0,0,50776.72,0
5,7,2,4,6770.29,0,0,0,0,0
5,7,2,4,13421.21,0,0,0,0,0
5,1,2,4,25561.35,228099.65,202538.3,0,0,0
5,1,2,4,26962.87,21771,0,0,0,0
5,1,2,1,54301.39,6392080.87,6446382.25,301738.15,121150.57,0
5,1,2,4,4655.99,27238,22582.01,0,0,0
5,1,2,2,47624.71,0,0,67453.03,115077.73,0
5,1,2,4,23673.85,19900,0,0,0,0
5,1,2,4,1791.74,31127,29335.26,0,0,0
5,1,2,1,5699.56,114979,120678.56,10666,0,0
5,1,2,4,9694.61,43492.78,33798.17,0,0,0
5,1,2,5,204710.49,666521.89,461811.41,2468182.69,5810930.82,0
5,1,2,1,288243.77,13551992.36,13840236.13,465168.24,176924.47,0
5,1,2,4,39920.73,941682.83,901762.1,0,0,0
5,1,2,4,8812.94,111,0,0,0,0
5,1,2,2,302981.37,0,0,1075232.76,1407092.41,0
5,1,2,1,197478.82,212403,409881.82,1289942.77,1092463.95,0
5,1,2,1,416549.94,12776,429325.94,0,0,0
5,1,2,1,52326.82,1688624.88,1740951.7,1072324.59,1247456.35,0
5,1,2,2,464912.17,0,0,527682.91,4120580.18,0
5,1,2,2,126719.5,25873,0,534605.2,872104.29,0
5,1,2,4,25870.54,0,0,0,0,0
5,1,2,2,284475.74,0,0,797486.98,990581.29,0
5,1,2,4,14002.44,0,0,0,0,0
5,1,2,5,797589.51,0,0,1627100.42,2722563.91,0
5,1,2,5,45114.41,0,0,62752.21,0,0
5,1,2,2,320499.23,0,0,2448454.23,2978988.84,0
5,1,2,2,108234.78,17,0,109583,195460,0
5,1,2,4,4146.76,7004,2857.24,0,0,0
5,1,2,1,74196.69,1781804.05,1856000.73,1330672.35,1651625.76,0
5,1,2,1,176051.76,20228,196279.76,104488.08,0,0
5,1,2,4,31209.69,377268.12,346058.43,0,0,0
5,1,2,1,123344.57,5925827.88,6049172.45,446905.65,323561.08,0
5,1,2,2,174800.4,0,0,542870.98,850323.31,0
5,1,2,5,1132204.12,0,0,8591147,9950958.55,0
5,1,2,2,536377.92,17984,0,23023,585420.72,0
5,1,2,4,1884.31,0,0,0,0,0
5,1,2,4,31430.62,51722,20291.38,0,0,0
5,1,2,5,1364790.3,2301.4,0,1885634.16,5038256.49,0
5,1,2,4,1859.42,179984.34,178124.92,0,0,0
5,1,2,2,17805.51,0,0,8158603.55,8576264.52,0
5,1,2,4,20479.31,0,0,0,0,0
5,1,2,2,87436.99,9072,0,157327.75,240727.2,0
5,1,2,2,51386.15,0,0,489636.71,541022.85,0
5,1,2,4,173.52,101520.61,101347.09,0,0,0
5,1,2,4,12568.99,0,0,0,0,0
5,1,2,4,6940.25,12896,5955.75,0,0,0
5,1,2,4,17832.3,0,0,0,0,0
5,1,2,2,27141.07,1085,0,0,0,0
5,1,2,1,275159.33,5773813.18,6048972.51,374257.01,99097.68,0
5,1,2,1,43766.05,4488941.76,4532707.81,12271326.17,12398578.8,0
5,1,2,4,18371.49,481982.35,463610.86,0,0,0
5,1,2,4,5681.41,643094.51,637413.11,0,0,0
5,1,2,4,25280.69,0,0,0,0,0
5,1,2,4,7151.51,32289.3,25137.79,0,0,0
5,1,2,4,8521.16,496873.04,488351.88,0,0,0
5,1,2,4,10023.27,91285,81261.73,0,0,0
5,1,2,4,20199.66,1394.94,0,0,0,0
5,1,2,2,218381.56,92723,0,790609.51,1181881.76,0
5,1,2,4,10348.23,0,0,0,0,0
5,1,2,2,75652.04,21478,0,0,75652.04,0
5,1,2,2,747598.52,0,0,1695691.99,2890585,0
5,1,2,1,17923.87,3983120.08,4001043.95,46515.29,28591.42,0
5,1,2,2,214202.66,57840.12,0,965870.05,744264.96,0
5,1,2,4,4733.95,9768,5034.05,0,0,0
5,1,2,5,589493,0,0,2679057.37,5069347.06,0
5,1,2,1,147897.69,12584,160481.69,2559419.56,2411521.87,0
5,1,2,4,6220.59,281402.58,275181.99,0,0,0
5,1,2,4,23361.57,46047.85,22686.28,0,0,0
5,1,2,4,26391.87,567496.07,541104.2,0,0,0
5,1,2,4,2738.68,8113,5374.32,0,0,0
5,1,2,1,194451.87,2978801.08,3173252.94,345945.73,108483.43,0
5,1,2,4,18400.78,0,0,0,0,0
5,1,2,2,280457.32,893,0,391,280848.32,0
5,1,2,2,201052.75,0,0,16384782.31,16681340.95,0
5,1,2,2,73877.04,15022,0,0,73877.04,0
5,1,2,3,5758.59,32604,26845.41,209699,16997.22,0
5,1,2,2,405056.31,9078,0,2163971.6,5322441.18,0
5,1,2,1,240246.56,18019,258265.56,8492.39,0,0
5,1,2,2,52912.51,32198,0,85774.69,201166.47,0
5,1,2,1,34248.73,11359,45607.73,260266.91,27457.45,0
5,1,2,4,7143.91,622683.87,615539.97,0,0,0
5,1,2,4,26843.75,0,0,0,0,0
5,1,2,1,304273.67,16769,321042.67,0,0,0
5,1,2,4,16932.23,266372,249439.77,0,0,0
5,1,2,2,373736.42,11317,0,0,373736.42,0
5,1,2,4,976.86,152644.22,151667.36,0,0,0
5,1,2,2,433466.43,55623,0,939563.14,1223638.21,0
5,1,2,4,6199.64,16932,10732.36,0,0,0
5,1,2,1,24105.5,144,24249.5,20875,0,0
5,1,2,2,417887.35,147104,0,30308,0,0
5,1,2,5,204302.85,0,0,1062126.04,1391946.72,0
5,1,2,4,5100.97,850079.22,844978.25,0,0,0
5,1,2,2,13660.59,8006,0,0,13660.59,0
5,1,2,1,13003.23,7536949.19,7549952.42,36729,0,0
5,1,2,2,482670.57,0,0,761779.21,1614565.42,0
5,1,2,4,5086.46,26742.97,21656.51,0,0,0
5,1,2,2,188742.33,0,0,238881,116259.26,0
5,1,2,1,166195.83,2247055.67,2413251.5,791767.83,125781.12,0
5,1,2,3,2596.55,222763.35,220166.8,778801.32,781397.87,0
5,1,2,2,530158.63,10011,0,0,0,0
5,1,2,4,4999.16,3593,0,0,0,0
5,1,2,4,4126.39,0,0,0,0,0
5,1,2,2,277121.51,0,0,1648751.26,1925872.77,0
5,1,2,1,186394.04,3151441.59,3337835.63,3015935.27,3867308.72,0
5,1,2,4,1170.73,153357,152186.27,0,0,0
5,1,2,4,3788.13,62032,58243.87,0,0,0
5,1,2,4,16197.73,1332365.91,1316168.19,0,0,0
5,1,2,2,193616.26,11151,0,1282989.13,2060985.26,0
5,1,2,5,708914.06,147424.89,0,5641254.82,9950958.55,0
5,1,2,2,566419.35,106216,0,44286.9,608336.53,0
5,1,2,1,168545.26,13355300.88,13523846.14,2352476.47,2547093.64,0
5,1,2,4,4585.83,0,0,0,0,0
5,1,2,1,137532.02,113285,250817.02,2953041.66,2815509.64,0
5,1,2,1,212393.96,545748.27,758142.23,855502.5,67966.81,0
5,1,2,2,304520.23,0,0,1158869.31,2240933.69,0
5,1,2,2,194375.58,45459,0,224922.58,55788.51,0
5,1,2,2,223231.53,97723.47,0,2198782,2933714.53,0
5,1,2,2,11195.54,0,0,153632.4,301353.67,0
5,1,2,5,204248.45,105649,0,0,204248.45,0
5,1,2,5,451112.76,31166,0,0,749671.39,0
5,1,2,2,225231.84,26882.49,0,339613.8,931454.32,0
5,1,2,2,294869.98,0,0,45001,0,0
5,1,2,2,85478.46,1410337.45,1324858.99,50051,134115.24,0
5,1,2,1,177295.8,20966156.55,21143452.35,4374466.91,4791597.89,0
5,1,2,1,75742.21,9926,85668.21,68216.27,0,0
5,1,2,5,931693.35,0,0,1432115.46,2382374.18,0
5,1,2,3,1959.42,30744,28784.58,8160.34,10119.76,0
5,1,2,2,39709.43,0,0,10349194.78,10388904.22,0
5,1,2,5,264293.29,298671,34377.71,53148.33,0,0
5,1,2,2,462688.96,2055866.56,1593177.6,10126196.31,10588885.27,0
5,1,2,4,10945.48,0,0,0,0,0
5,1,2,1,63633.9,10614872,10678505.9,153778.04,0,0
5,1,2,4,8048.41,59763,51714.59,0,0,0
5,1,2,2,278817.11,0,0,2996267.1,6156824.17,0
5,1,2,2,193953.85,26200,0,12195.08,344774.41,0
5,1,2,2,160556.07,41257,0,127357.82,197057.99,0
5,1,2,5,1120530.19,0,0,5368886.93,6489417.12,0
5,1,2,1,156316.71,3642611.66,3798928.38,269880,0,0
5,1,2,2,400794.34,0,0,7297266.51,7526564.89,0
5,1,2,1,73764.68,2216534.34,2290299.02,8017197.54,8998240.14,0
5,1,2,4,33660.55,61395,27734.45,0,0,0
5,1,2,1,125856.37,5059894.03,5185750.4,2229160.86,2772314.1,0
5,1,2,2,199682.99,0,0,204820.77,404503.76,0
5,1,2,2,241781.69,0,0,5952229.06,6194010.75,0
5,1,2,2,286210.41,0,0,535979.07,972882,0
5,1,2,4,3914.77,70920.37,67005.61,0,0,0
5,1,2,1,305995.76,337098.75,643094.51,365898.63,128827.17,0
5,1,2,2,232422.55,22281,0,30836,263258.55,0
5,1,2,5,295278.54,0,0,736530.73,1208510.51,0
5,1,2,2,68964.95,33902,0,20712,89676.95,0
5,1,2,4,24079.53,0,0,0,0,0
5,1,2,4,9916.9,0,0,0,0,0
5,1,2,1,307414.82,140290.85,447705.67,1499942.53,984961.08,0
5,1,2,2,168053.24,0,0,243768.31,0,0
5,1,2,4,3396.32,18499,15102.68,0,0,0
5,1,2,4,5527.89,136693.77,131165.87,0,0,0
5,1,2,4,1892.81,0,0,0,0,0
5,1,2,4,6057.8,6996.1,938.3,0,0,0
5,1,2,2,553153.98,0,0,692434.8,1245588.77,0
5,1,2,2,141192.05,280458.96,139266.92,27088.07,168280.12,0
5,1,2,2,44571.06,0,0,125799,253694.03,0
5,1,2,4,11158.3,302770.04,291611.74,0,0,0
5,1,2,4,2455.08,702,0,0,0,0
5,1,2,4,7649.41,44435.75,36786.34,0,0,0
5,1,2,1,287215.12,11075,298290.12,142110.56,98229.44,0
5,1,2,1,149212.53,760358.96,909571.48,835848.58,686636.05,0
5,1,2,2,52927.94,85152.97,32225.03,1115300.15,1521202.97,0
